,County,WeekStartDate,NewPos_All,Age 0-19_cases,Age 20-39_cases,Age 40-59_cases,Age 60-79_cases,Age 80+_cases,Positive UnkAge_cases,dtm_updated_cases,Deaths,Age 0-19_death,Age 20-39_death,Age 40-59_death,Age 60-79_death,Age 80+_death,Positive UnkAge_death,dtm_updated_death,_merge,County_hospitalization,WeekStartDate_hospitalization,Hospitalizations_hospitalization,Age 0-19_hospitalization,Age 20-39_hospitalization,Age 40-59_hospitalization,Age 60-79_hospitalization,Age 80+_hospitalization,Positive UnkAge_hospitalization,dtm_updated_hospitalization,exists
383,San Juan County,2020-06-07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
384,San Juan County,2020-06-14,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
385,San Juan County,2020-06-21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
386,Skagit County,2020-02-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
387,Skagit County,2020-02-23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
388,Skagit County,2020-03-01,8.0,0.0,3.0,2.0,2.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
389,Skagit County,2020-03-08,43.0,1.0,8.0,11.0,20.0,3.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-03-08,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
390,Skagit County,2020-03-15,48.0,3.0,9.0,20.0,13.0,3.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-03-15,4.0,0.0,0.0,0.0,1.0,3.0,0.0,2020/07/05 15:36:42,both
391,Skagit County,2020-03-22,43.0,3.0,13.0,13.0,9.0,5.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-03-22,9.0,0.0,0.0,2.0,7.0,0.0,0.0,2020/07/05 15:36:42,both
392,Skagit County,2020-03-29,42.0,0.0,8.0,12.0,14.0,8.0,0.0,7/5/2020 15:36,5.0,0.0,0.0,0.0,3.0,2.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-03-29,8.0,0.0,1.0,3.0,2.0,2.0,0.0,2020/07/05 15:36:42,both
393,Skagit County,2020-04-05,44.0,3.0,13.0,21.0,7.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-04-05,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
394,Skagit County,2020-04-12,54.0,4.0,17.0,12.0,16.0,5.0,0.0,7/5/2020 15:36,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-04-12,11.0,0.0,2.0,4.0,4.0,1.0,0.0,2020/07/05 15:36:42,both
395,Skagit County,2020-04-19,66.0,10.0,25.0,25.0,5.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-04-19,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2020/07/05 15:36:42,both
396,Skagit County,2020-04-26,42.0,7.0,19.0,13.0,3.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-04-26,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
397,Skagit County,2020-05-03,26.0,1.0,9.0,15.0,0.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Skagit County,2020-05-03,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2020/07/05 15:36:42,both
398,Skagit County,2020-05-10,11.0,4.0,2.0,3.0,2.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-05-10,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
399,Skagit County,2020-05-17,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-05-17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
400,Skagit County,2020-05-24,13.0,2.0,7.0,4.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
401,Skagit County,2020-05-31,11.0,3.0,5.0,3.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
402,Skagit County,2020-06-07,20.0,1.0,8.0,8.0,3.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-06-07,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
403,Skagit County,2020-06-14,20.0,5.0,11.0,4.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-06-14,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
404,Skagit County,2020-06-21,23.0,4.0,10.0,7.0,2.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-06-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
405,Skagit County,2020-06-28,31.0,4.0,8.0,10.0,1.0,7.0,1.0,7/5/2020 15:36,,,,,,,,,left_only,Skagit County,2020-06-28,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
406,Skamania County,2020-03-22,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
407,Skamania County,2020-04-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
408,Skamania County,2020-06-14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
409,Skamania County,2020-06-21,3.0,0.0,0.0,0.0,2.0,1.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Skamania County,2020-06-21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both
410,Skamania County,2020-06-28,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
411,Snohomish County,2020-01-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
412,Snohomish County,2020-01-26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
413,Snohomish County,2020-02-02,6.0,0.0,1.0,2.0,1.0,2.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
414,Snohomish County,2020-02-09,4.0,0.0,1.0,2.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
415,Snohomish County,2020-02-16,20.0,1.0,3.0,9.0,6.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
416,Snohomish County,2020-02-23,51.0,1.0,11.0,15.0,17.0,7.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-02-23,8.0,0.0,0.0,4.0,3.0,1.0,0.0,2020/07/05 15:36:42,both
417,Snohomish County,2020-03-01,199.0,3.0,35.0,69.0,69.0,22.0,1.0,7/5/2020 15:36,16.0,0.0,0.0,3.0,6.0,7.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-03-01,24.0,0.0,3.0,6.0,11.0,4.0,0.0,2020/07/05 15:36:42,both
418,Snohomish County,2020-03-08,344.0,5.0,86.0,141.0,85.0,27.0,0.0,7/5/2020 15:36,22.0,0.0,0.0,4.0,7.0,11.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-03-08,56.0,0.0,4.0,7.0,24.0,21.0,0.0,2020/07/05 15:36:42,both
419,Snohomish County,2020-03-15,494.0,6.0,159.0,192.0,112.0,25.0,0.0,7/5/2020 15:36,23.0,0.0,0.0,1.0,13.0,9.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-03-15,84.0,0.0,6.0,21.0,39.0,18.0,0.0,2020/07/05 15:36:42,both
420,Snohomish County,2020-03-22,427.0,16.0,145.0,166.0,78.0,22.0,0.0,7/5/2020 15:36,17.0,0.0,1.0,2.0,8.0,6.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-03-22,85.0,1.0,12.0,30.0,33.0,9.0,0.0,2020/07/05 15:36:42,both
421,Snohomish County,2020-03-29,301.0,15.0,100.0,98.0,54.0,34.0,0.0,7/5/2020 15:36,18.0,0.0,0.0,0.0,7.0,11.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-03-29,83.0,0.0,12.0,24.0,27.0,20.0,0.0,2020/07/05 15:36:42,both
422,Snohomish County,2020-04-05,216.0,9.0,71.0,81.0,41.0,14.0,0.0,7/5/2020 15:36,13.0,0.0,0.0,3.0,6.0,4.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-04-05,48.0,1.0,6.0,15.0,16.0,10.0,0.0,2020/07/05 15:36:42,both
423,Snohomish County,2020-04-12,202.0,16.0,63.0,55.0,42.0,26.0,0.0,7/5/2020 15:36,9.0,0.0,0.0,1.0,4.0,4.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-04-12,39.0,1.0,4.0,12.0,12.0,10.0,0.0,2020/07/05 15:36:42,both
424,Snohomish County,2020-04-19,195.0,10.0,58.0,73.0,29.0,25.0,0.0,7/5/2020 15:36,8.0,0.0,0.0,0.0,3.0,5.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-04-19,29.0,1.0,3.0,5.0,11.0,9.0,0.0,2020/07/05 15:36:42,both
425,Snohomish County,2020-04-26,186.0,14.0,57.0,59.0,27.0,29.0,0.0,7/5/2020 15:36,13.0,0.0,0.0,1.0,3.0,9.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-04-26,29.0,0.0,3.0,6.0,10.0,10.0,0.0,2020/07/05 15:36:42,both
426,Snohomish County,2020-05-03,114.0,6.0,43.0,35.0,24.0,6.0,0.0,7/5/2020 15:36,4.0,0.0,0.0,1.0,2.0,1.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-05-03,31.0,0.0,5.0,12.0,7.0,7.0,0.0,2020/07/05 15:36:42,both
427,Snohomish County,2020-05-10,99.0,9.0,34.0,22.0,11.0,23.0,0.0,7/5/2020 15:36,7.0,0.0,0.0,1.0,1.0,5.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-05-10,16.0,0.0,3.0,2.0,4.0,7.0,0.0,2020/07/05 15:36:42,both
428,Snohomish County,2020-05-17,96.0,8.0,27.0,25.0,21.0,15.0,0.0,7/5/2020 15:36,9.0,0.0,0.0,0.0,4.0,5.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-05-17,16.0,0.0,3.0,4.0,5.0,4.0,0.0,2020/07/05 15:36:42,both
429,Snohomish County,2020-05-24,58.0,7.0,21.0,20.0,10.0,0.0,0.0,7/5/2020 15:36,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-05-24,14.0,1.0,2.0,3.0,8.0,0.0,0.0,2020/07/05 15:36:42,both
430,Snohomish County,2020-05-31,82.0,13.0,28.0,28.0,12.0,1.0,0.0,7/5/2020 15:36,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-05-31,9.0,0.0,0.0,2.0,6.0,1.0,0.0,2020/07/05 15:36:42,both
431,Snohomish County,2020-06-07,108.0,17.0,39.0,28.0,16.0,8.0,0.0,7/5/2020 15:36,4.0,0.0,0.0,1.0,1.0,2.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-06-07,12.0,0.0,1.0,6.0,5.0,0.0,0.0,2020/07/05 15:36:42,both
432,Snohomish County,2020-06-14,171.0,39.0,61.0,49.0,14.0,8.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-06-14,9.0,0.0,0.0,2.0,3.0,4.0,0.0,2020/07/05 15:36:42,both
433,Snohomish County,2020-06-21,184.0,31.0,91.0,37.0,23.0,2.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-06-21,11.0,0.0,3.0,5.0,2.0,1.0,0.0,2020/07/05 15:36:42,both
434,Snohomish County,2020-06-28,137.0,30.0,71.0,23.0,11.0,1.0,1.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Snohomish County,2020-06-28,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
435,Spokane County,2020-02-16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
436,Spokane County,2020-02-23,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
437,Spokane County,2020-03-01,9.0,0.0,4.0,3.0,2.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
438,Spokane County,2020-03-08,38.0,0.0,8.0,12.0,17.0,1.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
439,Spokane County,2020-03-15,90.0,1.0,19.0,39.0,27.0,4.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-03-15,9.0,0.0,0.0,4.0,4.0,1.0,0.0,2020/07/05 15:36:42,both
440,Spokane County,2020-03-22,72.0,2.0,23.0,24.0,17.0,6.0,0.0,7/5/2020 15:36,9.0,0.0,0.0,0.0,6.0,3.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-03-22,20.0,0.0,2.0,5.0,8.0,5.0,0.0,2020/07/05 15:36:42,both
441,Spokane County,2020-03-29,44.0,3.0,10.0,13.0,15.0,3.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-03-29,9.0,0.0,1.0,2.0,3.0,3.0,0.0,2020/07/05 15:36:42,both
442,Spokane County,2020-04-05,31.0,0.0,6.0,7.0,7.0,11.0,0.0,7/5/2020 15:36,7.0,0.0,0.0,0.0,2.0,5.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-04-05,14.0,0.0,2.0,1.0,7.0,4.0,0.0,2020/07/05 15:36:42,both
443,Spokane County,2020-04-12,32.0,0.0,8.0,10.0,6.0,8.0,0.0,7/5/2020 15:36,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-04-12,5.0,0.0,0.0,1.0,2.0,2.0,0.0,2020/07/05 15:36:42,both
444,Spokane County,2020-04-19,42.0,4.0,15.0,8.0,10.0,5.0,0.0,7/5/2020 15:36,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-04-19,8.0,0.0,0.0,1.0,6.0,1.0,0.0,2020/07/05 15:36:42,both
445,Spokane County,2020-04-26,21.0,0.0,5.0,5.0,6.0,5.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-04-26,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
446,Spokane County,2020-05-03,16.0,7.0,3.0,3.0,2.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-05-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both
447,Spokane County,2020-05-10,44.0,7.0,17.0,17.0,3.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-05-10,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
448,Spokane County,2020-05-17,109.0,18.0,53.0,22.0,12.0,4.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-05-17,7.0,1.0,0.0,4.0,1.0,1.0,0.0,2020/07/05 15:36:42,both
449,Spokane County,2020-05-24,99.0,15.0,59.0,19.0,5.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-05-24,5.0,0.0,2.0,1.0,1.0,1.0,0.0,2020/07/05 15:36:42,both
450,Spokane County,2020-05-31,134.0,32.0,52.0,28.0,15.0,7.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-05-31,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
451,Spokane County,2020-06-07,131.0,16.0,67.0,31.0,14.0,3.0,0.0,7/5/2020 15:36,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-06-07,7.0,0.0,1.0,5.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
452,Spokane County,2020-06-14,193.0,34.0,91.0,41.0,23.0,4.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Spokane County,2020-06-14,10.0,0.0,1.0,4.0,5.0,0.0,0.0,2020/07/05 15:36:42,both
453,Spokane County,2020-06-21,319.0,48.0,181.0,67.0,21.0,2.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Spokane County,2020-06-21,17.0,0.0,0.0,8.0,7.0,2.0,0.0,2020/07/05 15:36:42,both
454,Spokane County,2020-06-28,176.0,22.0,91.0,39.0,13.0,11.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Spokane County,2020-06-28,15.0,1.0,4.0,1.0,2.0,7.0,0.0,2020/07/05 15:36:42,both
455,Stevens County,2020-03-01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
456,Stevens County,2020-03-08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
457,Stevens County,2020-03-15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Stevens County,2020-03-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
458,Stevens County,2020-03-22,3.0,0.0,0.0,1.0,2.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,,,,,,,,,,,left_only
459,Stevens County,2020-03-29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Stevens County,2020-03-29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
460,Stevens County,2020-04-12,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
461,Stevens County,2020-05-10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
462,Stevens County,2020-05-17,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
463,Stevens County,2020-05-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
464,Stevens County,2020-06-07,3.0,1.0,0.0,2.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
465,Stevens County,2020-06-21,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Stevens County,2020-06-21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
466,Stevens County,2020-06-28,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
467,Thurston County,2020-02-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
468,Thurston County,2020-03-01,4.0,0.0,0.0,3.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
469,Thurston County,2020-03-08,17.0,0.0,4.0,6.0,6.0,1.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Thurston County,2020-03-08,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
470,Thurston County,2020-03-15,15.0,0.0,1.0,6.0,8.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-03-15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
471,Thurston County,2020-03-22,31.0,1.0,6.0,11.0,12.0,1.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-03-22,4.0,0.0,0.0,1.0,1.0,2.0,0.0,2020/07/05 15:36:42,both
472,Thurston County,2020-03-29,16.0,1.0,6.0,6.0,3.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-03-29,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
473,Thurston County,2020-04-05,10.0,0.0,4.0,4.0,2.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-04-05,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
474,Thurston County,2020-04-12,12.0,1.0,2.0,6.0,3.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-04-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
475,Thurston County,2020-04-19,8.0,1.0,1.0,4.0,1.0,1.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-04-19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
476,Thurston County,2020-04-26,5.0,3.0,0.0,1.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-04-26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
477,Thurston County,2020-05-03,5.0,0.0,2.0,2.0,0.0,1.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
478,Thurston County,2020-05-10,3.0,0.0,0.0,2.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
479,Thurston County,2020-05-17,6.0,0.0,1.0,3.0,2.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
480,Thurston County,2020-05-24,28.0,1.0,5.0,9.0,7.0,6.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2020/07/05 15:36:42,both,Thurston County,2020-05-24,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2020/07/05 15:36:42,both
481,Thurston County,2020-05-31,26.0,0.0,7.0,9.0,4.0,6.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020/07/05 15:36:42,both,Thurston County,2020-05-31,6.0,0.0,0.0,3.0,0.0,3.0,0.0,2020/07/05 15:36:42,both
482,Thurston County,2020-06-07,19.0,1.0,7.0,6.0,1.0,4.0,0.0,7/5/2020 15:36,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2020/07/05 15:36:42,both,Thurston County,2020-06-07,7.0,0.0,1.0,0.0,2.0,4.0,0.0,2020/07/05 15:36:42,both
483,Thurston County,2020-06-14,20.0,4.0,9.0,5.0,2.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Thurston County,2020-06-14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
484,Thurston County,2020-06-21,39.0,5.0,21.0,7.0,6.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-06-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020/07/05 15:36:42,both
485,Thurston County,2020-06-28,24.0,2.0,13.0,6.0,3.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Thurston County,2020-06-28,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2020/07/05 15:36:42,both
486,Wahkiakum County,2020-03-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
487,Wahkiakum County,2020-03-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
488,Wahkiakum County,2020-05-03,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
489,Wahkiakum County,2020-06-14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
490,Walla Walla County,2020-03-08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
491,Walla Walla County,2020-03-15,2.0,0.0,1.0,0.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
492,Walla Walla County,2020-03-22,5.0,0.0,2.0,2.0,1.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,,,,,,,,,,,left_only
493,Walla Walla County,2020-03-29,11.0,1.0,4.0,4.0,2.0,0.0,0.0,7/5/2020 15:36,,,,,,,,,left_only,Walla Walla County,2020-03-29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
494,Walla Walla County,2020-04-05,16.0,0.0,8.0,4.0,4.0,0.0,0.0,7/5/2020 15:36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both,Walla Walla County,2020-04-05,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2020/07/05 15:36:42,both
